,Unnamed: 0,direction,transfer_date,transfer_time,transaction_amount,localite,caller_msisdn,corresp_msisdn
66,662,OUT,20220705,113231,30000.0,LAMBAYE/BAMBEY/DIOURBEL,c44f01179a6816b7ee5acba21f0e2880,0a86a4046688c98c30e9374a7b310561
67,866,IN,20211117,123228,3100.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,87344f194cc855ea59e74ac8d692efd6,3ef494c52f2a5862dd53ca15d37aee46
68,70,OUT,20210908,183419,500.0,,ded7c6284ab2b00dfda6be5ceb15a297,2ad55671f0b829569792dff18e7fd010
69,543,IN,20220503,154900,100000.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,7133431e5571fa4ac066d4779daa426c,8e65c1a0d5f3dc5b158a4ad486f4fb9c
70,107,OUT,20211003,195958,3000.0,,128e54ff6532b9730107a413fd545971,60b85a399415cf48048d69dc3c776769
71,493,IN,20220530,152355,2000.0,DAKAR PLATEAU/DAKAR/DAKAR,a72a12c8924f62fd7872d9de53c800dd,8e505e49f25e0f4633b0e5f95ec893fa
72,590,OUT,20210926,133321,2500.0,,bdab0fe5bff7a4db4e53d807fa1f1b8b,ac17e28d7a22e7fb803540f9bf2e769d
73,741,OUT,20211022,113007,900.0,,783f2743e99a0d5a2ef936667fec3e40,a26ac33ae0cc5d36fe0a0fe0cbacd68d
74,292,IN,20220211,180010,23000.0,PAMBAL/TIVAOUANE/THIES,2cd1475d9d8df9b161fda0db03290083,8ba6e095dfee4889dafee94053dddb41
75,289,IN,20220619,150650,1600.0,NDAME/MBACKE/DIOURBEL,0a86a4046688c98c30e9374a7b310561,bfdab1c01d3fd6d6cd1c48707d6f9bd4
76,652,OUT,20220322,200848,5000.0,THIAROYE/PIKINE/DAKAR,bf31376f4def43b5c923180731f7c559,b2125e44d7c3b4e9ecd321c80fe60569
77,39,OUT,20220408,205735,10000.0,KAOLACK/KAOLACK/KAOLACK,e835db4678bef86df92b8c90fdfa679f,48f2f8a09711f5c259c19bb7005b19b6
78,589,OUT,20210926,123459,2500.0,,bdab0fe5bff7a4db4e53d807fa1f1b8b,2d51b152d17b386082799137aaaba05f
79,307,IN,20220219,183827,1500.0,OUROSSOGUI/MATAM/MATAM,4bb8afc3ab4e84149fe8cdc19368d2d1,be138358d654c79101ec7e817a70e4bf
80,679,IN,20210710,115125,30000.0,,267f1c4feb9ac8798f8bfae14e73faea,6487fabadb2802ad2256190bcb39ca73
81,66,OUT,20211211,181641,500.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,6d32161a99797bd8c2cdbc64e3fe4d77,2507309c03839d2a5a1b2ede3244cbd0
82,275,OUT,20220602,122532,2000.0,KAOLACK/KAOLACK/KAOLACK,5f150dee290707a1c1d7ccf31192d54c,2bb43172895d450bfcfeacb87b168632
83,67,IN,20220616,194544,50000.0,DAKAR PLATEAU/DAKAR/DAKAR,ff0d05325a1650db8a0b58efa5b331f7,b612c12c1a2fa9091b1e890e2c0cc78b
84,318,OUT,20211127,115059,550.0,OUROSSOGUI/MATAM/MATAM,40a4e913e3fc7ba038663f12fd010732,32fae1687329a2526446697fc63b6edb
85,548,OUT,20220407,111738,5000.0,KAOLACK/KAOLACK/KAOLACK,646dd1fa140540788477ae9c68fcd21e,412c378d792ed6e72e043eb68e684fca
86,998,OUT,20210808,110358,10500.0,,63941db4afdc8ee7c609f7e66685c67e,e0f2df285b1a99bff3b43b6275095c87
87,714,IN,20210904,143715,550.0,,7629afa5c8148d6ab12998041bfa46de,4c738a30fa6ea43d08abe3f888c3d5ef
88,753,IN,20211122,94918,5050.0,KAOLACK/KAOLACK/KAOLACK,c373900b3917d0659d1da3039e936c3d,cc48f3186dbcdfa98c13a8c35e04507a
89,327,IN,20211201,102205,5000.0,OUROSSOGUI/MATAM/MATAM,40a4e913e3fc7ba038663f12fd010732,cfc46e8c9ec271f6df283fb88265993f
90,382,IN,20220308,210058,2500.0,KAOLACK/KAOLACK/KAOLACK,2e0178e03538d5c58b7afff1247c87d7,0a86a4046688c98c30e9374a7b310561
91,451,OUT,20210901,141743,3149.0,,cc48f3186dbcdfa98c13a8c35e04507a,7629afa5c8148d6ab12998041bfa46de
92,522,OUT,20220321,184938,5000.0,BANDAFASSI/KEDOUGOU/KEDOUGOU,698af5af25e435f0b0b129397d2d9b58,2d51b152d17b386082799137aaaba05f
93,218,IN,20220510,100025,8000.0,FONGOLEMBI/KEDOUGOU/KEDOUGOU,7cb741a0c202315c997ad8caf92a7d75,e80cba90d46b9d85face2d5be5ee4896
94,787,OUT,20220303,134007,500.0,DAKAR PLATEAU/DAKAR/DAKAR,6a6f5d19e68f606274b6a4ed1cd39608,a72a12c8924f62fd7872d9de53c800dd
95,436,OUT,20211226,143601,1000.0,OUROSSOGUI/MATAM/MATAM,c37fdce3be0abd118088436c5312e4d5,aad94c4b27b74ed5b5cbe37580d56dde
96,764,OUT,20210829,121541,19500.0,,0930af6baa004e2547ecb5c309338922,e835db4678bef86df92b8c90fdfa679f
97,88,IN,20211118,124521,2500.0,OUROSSOGUI/MATAM/MATAM,c6769dc085151b9e7e873f39561fc4cf,63941db4afdc8ee7c609f7e66685c67e
98,63,IN,20211123,155946,500.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,6d32161a99797bd8c2cdbc64e3fe4d77,658e24d9a4748738f67397384c73eea4
99,826,IN,20210726,212414,3030.0,,203049540ea164d625d6173e668c3e13,554a24d30d0901673a9db3e1e91d579e
100,716,OUT,20210904,144140,600.0,,7629afa5c8148d6ab12998041bfa46de,8c88ceb44a261430990b5c7077f8cb05
101,351,IN,20220330,130211,5000.0,OUROSSOGUI/MATAM/MATAM,88e8fb20a33a9db22908c25de4a56bbe,a6b00566a6fdf4ed398e3f043b8af638
102,936,IN,20220207,91721,10900.0,OUROSSOGUI/MATAM/MATAM,8ba6e095dfee4889dafee94053dddb41,ce76da8672abfa76507f263c661af7f0
103,256,OUT,20210727,10526,1000.0,,fdf5bc6c28b69648e78a8144af62cab8,1e0a188e5533f7a7e766c4edd468b4b2
104,635,IN,20210824,124803,6000.0,,6487fabadb2802ad2256190bcb39ca73,27c8661576d887fafda56e2c0053a595
105,644,IN,20220314,123058,7000.0,OUSSOUYE/OUSSOUYE/ZIGUINCHOR,6487fabadb2802ad2256190bcb39ca73,0a86a4046688c98c30e9374a7b310561
106,554,IN,20210706,193439,1500.0,,befbdc42011686b385d2159bde612d70,32fae1687329a2526446697fc63b6edb
107,959,OUT,20211222,121631,15000.0,,2009574c9633d4cd3432f682494d9811,07d7e6ebd4c4cf641e4461bd4bb1549a
108,168,OUT,20220103,112642,500.0,KAOLACK/KAOLACK/KAOLACK,be811de5b2177862501f7e0cc405a982,471cc703a8a3fd0920e2c0f241b22b70
109,917,OUT,20210820,125313,25000.0,,996830aef8cde2e34086dc78f6b9bafc,9b068ee89d6b01715bd22b26ba06f636
110,528,IN,20210706,202736,9590.0,,554a24d30d0901673a9db3e1e91d579e,87344f194cc855ea59e74ac8d692efd6
111,823,OUT,20220105,184008,2000.0,OUROSSOGUI/MATAM/MATAM,4f6dc4b51afbcd5245ac71f341464acf,2d51b152d17b386082799137aaaba05f
112,985,OUT,20220308,133955,2000.0,DAKAR PLATEAU/DAKAR/DAKAR,08d34c22ffa4c62f1f293888037d0ab9,db8c3a673554a5719f91d769b9c8fe66
113,816,IN,20210923,184649,70000.0,,5662b4e99b0db3b51b99493a09e09d5c,cb807adae9ec8c9bee474af69ad10459
114,86,IN,20210912,153108,2000.0,,c6769dc085151b9e7e873f39561fc4cf,a1d66c0dac76c52edc250a70c2480981
115,432,OUT,20220408,112525,2000.0,BABA GARAGE/BAMBEY/DIOURBEL,2cab24e65f5adf5261a95b95c8e7c0ff,6d85ea8347c4e73a1833b6eddd077a71
116,184,OUT,20220131,851,1500.0,DAKAR PLATEAU/DAKAR/DAKAR,ee35ec8cea548b98513dc7ec449a9608,c44f01179a6816b7ee5acba21f0e2880
117,978,IN,20220630,111347,25000.0,DAKAR PLATEAU/DAKAR/DAKAR,5b44d63e2330b04895987e6e069155be,e835db4678bef86df92b8c90fdfa679f
118,534,OUT,20211105,181602,1000.0,DAKAR PLATEAU/DAKAR/DAKAR,8563676fc05de5efe509cf94d308cbb8,ce787721d00e378e6e1660bb0eba14b7
119,294,IN,20211128,74637,2000.0,THIAROYE/PIKINE/DAKAR,5d367acc24a95b12121a95f36a7b0d39,7629afa5c8148d6ab12998041bfa46de
120,892,OUT,20220707,133711,200.0,KAOLACK/KAOLACK/KAOLACK,addb8bed5f143cf53f5df183ecb098e2,412c378d792ed6e72e043eb68e684fca
121,425,OUT,20211230,122119,660.0,KAOLACK/KAOLACK/KAOLACK,5b6d97962f8954652062b1f4349a5ffa,e80cba90d46b9d85face2d5be5ee4896
122,713,OUT,20220325,131648,2000.0,DAKAR PLATEAU/DAKAR/DAKAR,b7d766ca91a05fe6aefa1bcdfc5d0f8e,cbfd72d86feca2848d6acb33d93325a0
123,260,OUT,20220426,215845,500.0,DAKAR PLATEAU/DAKAR/DAKAR,b612c12c1a2fa9091b1e890e2c0cc78b,c9c9487320b699459ba402015a08cd24
124,237,OUT,20211207,163924,500.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,8e65c1a0d5f3dc5b158a4ad486f4fb9c,16d9a580e80ebab980b876d39e092a4e
125,559,IN,20211014,102519,500.0,,64ff0c0fda20ba6f5d0ab3a77cf59e10,db83248589b0b4895d3f040a77a01d9a
126,583,OUT,20210819,160226,800.0,,af8a802436786b3138bac39c23b3bb3f,44fdee0158ed96873eabb97eb315e89b
127,445,OUT,20210914,142957,100.0,,c887b322aeacc4e968b52a1421737b2e,7629afa5c8148d6ab12998041bfa46de
128,867,OUT,20211117,204814,200.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,87344f194cc855ea59e74ac8d692efd6,88e8fb20a33a9db22908c25de4a56bbe
129,800,OUT,20211209,191347,2000.0,KAOLACK/KAOLACK/KAOLACK,892bb596c89260b74f5eea4cd550fb94,48f2f8a09711f5c259c19bb7005b19b6
130,599,IN,20211228,130655,38300.0,PIKINE DAGOUDANE/PIKINE/DAKAR,572c814ef489a78ff2ea27b5915d76e5,2ad55671f0b829569792dff18e7fd010
131,849,IN,20210901,173834,10090.0,,171877c06f5354d5aaa023063d73dfc7,471cc703a8a3fd0920e2c0f241b22b70
132,265,OUT,20210706,172554,5050.0,,7e487aedaa39287722e7e0c8fdae83c2,ded7c6284ab2b00dfda6be5ceb15a297
133,995,OUT,20211001,120522,103721.0,,402f40fc8911688fdcdb83b4b7b1b934,cb866e9228f5679260625700532d651e
134,529,OUT,20210706,154442,40450.0,,554a24d30d0901673a9db3e1e91d579e,94b6e26b522f067d3b2db57a3c072e93
135,55,OUT,20220413,143401,3000.0,DAKAR PLATEAU/DAKAR/DAKAR,331f360e4f7ffb037af0921bb50b86ef,4bb8afc3ab4e84149fe8cdc19368d2d1
136,120,IN,20210909,94226,1000.0,,acf01b9a160d4ef1ae7cb0cf2d6149e9,7f306a0772fc49618b86edd3754fc143
137,215,OUT,20210731,114725,500.0,,a3973eeadd758496dc088136788602e0,db83248589b0b4895d3f040a77a01d9a
138,25,OUT,20220614,185629,68500.0,OUROSSOGUI/MATAM/MATAM,71c4bd385b78cb88fe601a9ca5ed9279,8ba6e095dfee4889dafee94053dddb41
139,72,OUT,20220223,200454,1500.0,THIAROYE/PIKINE/DAKAR,ded7c6284ab2b00dfda6be5ceb15a297,572c814ef489a78ff2ea27b5915d76e5
140,44,OUT,20210710,81949,12500.0,,cb43fc26bbeacc320ba0af56daa6c723,2ad55671f0b829569792dff18e7fd010
141,247,OUT,20211105,175721,49500.0,KAOLACK/KAOLACK/KAOLACK,412c378d792ed6e72e043eb68e684fca,5f72022050f9b2c619da15965311731f
142,721,IN,20211222,180738,700.0,KAOLACK/KAOLACK/KAOLACK,7629afa5c8148d6ab12998041bfa46de,ffda7e2f2a06386399f1224fc368d856
143,281,OUT,20220330,221553,500.0,THIAROYE/PIKINE/DAKAR,9d541238dc3cbd44a75c742d6d5ee4ed,a72a12c8924f62fd7872d9de53c800dd
144,893,IN,20220707,133456,200.0,KAOLACK/KAOLACK/KAOLACK,addb8bed5f143cf53f5df183ecb098e2,a49d738cbd86b46307fae11ae77d2988
145,914,IN,20220617,152352,1000.0,DAKAR PLATEAU/DAKAR/DAKAR,5b64b974142b703618ce38ff4c77e4f1,e652681db08c7ab964dde00b8930d2f2
146,810,OUT,20220723,173943,1000.0,SENDOU/RUFISQUE/DAKAR,f9975364f1a5a79c59b80e7317758cc3,ce787721d00e378e6e1660bb0eba14b7
147,244,OUT,20211105,180246,49500.0,KAOLACK/KAOLACK/KAOLACK,412c378d792ed6e72e043eb68e684fca,b22995821caebfd7dd1dff05e644525c
148,822,IN,20220105,183810,2000.0,OUROSSOGUI/MATAM/MATAM,4f6dc4b51afbcd5245ac71f341464acf,92eca513b137cfd9ed9d3871d191614e
149,321,OUT,20211127,111150,10100.0,OUROSSOGUI/MATAM/MATAM,40a4e913e3fc7ba038663f12fd010732,8c88ceb44a261430990b5c7077f8cb05
150,643,IN,20220314,170345,3000.0,OUSSOUYE/OUSSOUYE/ZIGUINCHOR,6487fabadb2802ad2256190bcb39ca73,475688f6b066059425d3bdb31db35604
151,158,IN,20220629,94157,2000.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,27c8661576d887fafda56e2c0053a595,9d541238dc3cbd44a75c742d6d5ee4ed
152,977,IN,20220619,170718,5000.0,DAKAR PLATEAU/DAKAR/DAKAR,06273ebd3ea74c383a1e07a05fceb88e,8c88ceb44a261430990b5c7077f8cb05
153,429,IN,20220617,223326,1000.0,KAOLACK/KAOLACK/KAOLACK,5b6d97962f8954652062b1f4349a5ffa,904e5fbd937284f9fd1610f77679a611
154,941,IN,20220207,101259,165664.0,OUROSSOGUI/MATAM/MATAM,8ba6e095dfee4889dafee94053dddb41,87344f194cc855ea59e74ac8d692efd6
155,462,IN,20220620,171340,1000.0,OGO/MATAM/MATAM,cb807adae9ec8c9bee474af69ad10459,0a86a4046688c98c30e9374a7b310561
156,309,OUT,20210927,205905,1000.0,,72a1a37779b747a1bbb63ae0c9979be0,b49ec778b7f51637458bad6f9e922f65
157,697,OUT,20220704,210255,2000.0,KAOLACK/KAOLACK/KAOLACK,e80cba90d46b9d85face2d5be5ee4896,5fc34be6a59a7c05c1d81b22a70895ad
158,60,IN,20210712,164743,25000.0,,b24fac7a8909359fb25d8fb3aa6c961c,572c814ef489a78ff2ea27b5915d76e5
159,884,OUT,20220708,192503,10000.0,DAKAR PLATEAU/DAKAR/DAKAR,ffda7e2f2a06386399f1224fc368d856,698af5af25e435f0b0b129397d2d9b58
160,595,OUT,20220529,174454,25906.0,KAOLACK/KAOLACK/KAOLACK,d166783287500055bd2ef7bbfb962be3,99af31a92a70a4ef8e01f6d26352fabe
161,767,OUT,20220616,214456,4000.0,GRAND DAKAR/DAKAR/DAKAR,bfdab1c01d3fd6d6cd1c48707d6f9bd4,2cd1475d9d8df9b161fda0db03290083
162,649,OUT,20220623,51303,2000.0,DAKAR PLATEAU/DAKAR/DAKAR,6487fabadb2802ad2256190bcb39ca73,331f360e4f7ffb037af0921bb50b86ef
163,650,OUT,20210730,73438,5050.0,,e1d813927c2ade1c1fdbb2a9639b4675,554a24d30d0901673a9db3e1e91d579e
164,865,IN,20210923,110325,1300.0,,4c738a30fa6ea43d08abe3f888c3d5ef,b49ec778b7f51637458bad6f9e922f65
165,668,IN,20220316,194403,2000.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,7f306a0772fc49618b86edd3754fc143,7629afa5c8148d6ab12998041bfa46de
166,298,OUT,20211021,212752,1000.0,,4a80a47af5a2953543fc0efb2a2ab28d,a72a12c8924f62fd7872d9de53c800dd
167,689,IN,20220512,225840,4000.0,KAOLACK/KAOLACK/KAOLACK,7cb01663504329624b38b72180586d1e,267f1c4feb9ac8798f8bfae14e73faea
168,314,OUT,20211211,133841,1000.0,KEDOUGOU/KEDOUGOU/KEDOUGOU,95b70559d074b28e05d41a7a3ffe2bdc,ba818863c3ccaa67032187372dbfdc20
169,310,OUT,20211028,121508,2000.0,,95b70559d074b28e05d41a7a3ffe2bdc,f717f9c7988e68c8b72afdb4a985e6bb
170,361,OUT,20220419,220258,10000.0,DAKAR PLATEAU/DAKAR/DAKAR,b58b587be09e5c1963bf4deba19597cc,69691cdc660d09b28d8fe93b70de8b76
171,479,OUT,20220218,161539,3500.0,DAKAR PLATEAU/DAKAR/DAKAR,be138358d654c79101ec7e817a70e4bf,15c3c971c9d4c58a309a2c2fb31de261
172,110,IN,20211020,130333,500.0,,99af31a92a70a4ef8e01f6d26352fabe,e835db4678bef86df92b8c90fdfa679f
173,989,IN,20220604,153227,5000.0,THIAROYE/PIKINE/DAKAR,94b6e26b522f067d3b2db57a3c072e93,0093a6e6a0e5e7fd5390f066bbb158c2
174,486,OUT,20210716,145413,1000.0,,6d30507999d54714fa6e788de0feea09,8900eccba5ed11be7b9b299b09231e57
175,363,IN,20220605,15336,11000.0,DAKAR PLATEAU/DAKAR/DAKAR,b58b587be09e5c1963bf4deba19597cc,f22bc30b38713243301ce551f62c1ad4
