,Unnamed: 0,traffic_type,traffic_direction,call_date,call_time,duree,ms_location,caller_msisdn,corresp_msisdn
20,549,VOIX,SORTANT,20210902,113738,119.0,,129ae8b7a68f074cedcb812a935b2cb6,280da77d72729f3a13adf2de5cbeffd8
21,174,VOIX,SORTANT,20210728,175818,126.0,,0e235c474eacc1ebdc6ebe4eb5034fcb,c18ec9a730f862b0a4df51bedfcedc65
22,371,VOIX,ENTRANT,20210814,201236,2.0,,05cd804e99d630926cea5ff997751115,2e0e2da85be9d758f42190c4f2eef47c
23,527,VOIX,ENTRANT,20210831,94615,7.0,,71f38eb17ee9b826e85f467a3c716c70,4a171a725d78f2775a77acd03704a138
24,210,VOIX,ENTRANT,20210729,182029,132.0,,37959a4d67ea081a4b06c555dfe4e45a,1c682f98717fbbf1e00cd27b3be662ee
25,235,VOIX,ENTRANT,20210729,104112,151.0,,77f0694d6b92cc08a8bf50e3c6596b8d,f69c7d26d43becc53192bd7fcbbf0ea3
26,101,VOIX,SORTANT,20210715,85418,6.0,,fc1945b3384ccd6856bc84dd929ce89b,4e44c9e71d40be049dcd43997ff85893
27,986,VOIX,SORTANT,20211028,205653,409.0,,cc7d32cbc93d64a4580cceacf493e2f2,7ee39fee043d1c3a4f1cf1d80c47a324
28,902,VOIX,ENTRANT,20211025,164328,21.0,,448ad1ba9b92f6f86927c82a182b10e6,b1bb19f1dcb6999300e90b39dd4e5a9b
29,947,VOIX,ENTRANT,20211025,195321,8.0,,9a45432d1cef070e28a125045d7a7a47,5d8a33a4710f38dae8825732bcb0444d
30,346,VOIX,SORTANT,20210814,134408,175.0,,284bd591392e7ac6a0f554e52ad57968,f47afa1aa299435f0e610220cec56e2c
31,139,VOIX,SORTANT,20210727,114040,59.0,,b80192599927655a195431a02768e48d,b9f207ac14da0ecc1309ac0ec91357d0
32,621,VOIX,ENTRANT,20210923,134740,144.0,,22c8e0430910d11dee087df3b44e5c92,703753df3ca0292900282eb08d149794
33,499,VOIX,SORTANT,20210831,115636,12.0,,d313967ef63a912a7bbf7b67da98860c,592558c25eca9ab0afb8c522f14bcb0e
34,370,VOIX,SORTANT,20210814,123302,313.0,,ffa969b914c5b9e0f3b67e5d26dd5283,fc1945b3384ccd6856bc84dd929ce89b
35,198,VOIX,ENTRANT,20210729,111653,2.0,,12a627b30da5fa58be5fa2b25189e617,f207abad96f15c7a28da96f4ef704a3e
36,687,VOIX,SORTANT,20210924,202626,53.0,,a7609996c05f8169b0d87e8f5ab1d688,dac72f431d3749e10ea5346009a5bdca
37,584,VOIX,SORTANT,20210902,111840,23.0,,54db92cf5d6d23763e8b82f3341fc892,65200e57ea7783083996dee1b2e105dc
38,901,VOIX,ENTRANT,20211025,173453,3.0,,2ef1c297483a39f453eae8528e62178e,e9f38cb18a95e01a1ce97c5e8a66c057
39,59,VOIX,SORTANT,20210712,84426,50.0,,03c33ba475b9f09acb4ec9bd61dcca1a,c49b1214e406e79cde6a3a549d4cf175
40,328,SMS,ENTRANT,20210812,195810,1.0,,4a171a725d78f2775a77acd03704a138,fc287d66ee5d20229975503224b22a3d
41,96,SMS,SORTANT,20210715,223921,1.0,,572aba0d67ce52e72aafac6720f4ccc7,284bd591392e7ac6a0f554e52ad57968
42,312,VOIX,ENTRANT,20210812,190935,125.0,,e9f38cb18a95e01a1ce97c5e8a66c057,bc090192d6e6ee288065e2b9940e86ae
43,974,VOIX,SORTANT,20211028,100436,35.0,,9b2f237a37f3543c5d9f2e85a0370760,c07e829e2b9fc25e86a3f761ac9f96db
44,299,VOIX,SORTANT,20210812,214301,20.0,,c38e3d451231bdc00a9ee32975d5c479,131cd5280ac83fc03e90a049c9b87945
45,277,VOIX,ENTRANT,20210729,95146,3.0,,126be5169f7b7d523e6d835b8c19440e,b3221c868fcfd9792c1e1ed772129a4b
46,924,VOIX,SORTANT,20211025,122606,8.0,,b044782237edce36da0722473d07f039,48050e8b8dbfd59d3af1c8627975c3ed
47,601,VOIX,ENTRANT,20210923,131142,108.0,,0d49d7c134e957a38063f4ba0857ce6e,c38e3d451231bdc00a9ee32975d5c479
48,439,VOIX,ENTRANT,20210830,142539,65.0,,a34549dd190bd99d19b9c05b95cffb81,02332b360ac1dffd12a46c43f21ea695
49,837,VOIX,SORTANT,20211017,94428,272.0,,7122edf012582b33563f2bccb07053f5,78b0ef251d4e466599d8047e903d23b3
50,570,VOIX,ENTRANT,20210902,163932,53.0,,315a79b04b78e77bdea30e22142e1bb6,8a14b7c733c170deb9f5e11570a4c0c4
51,879,VOIX,SORTANT,20211018,103057,20.0,,ce3e3a8ab2a5390a8a37f871e1e3ce8f,e6bbb38a68e5d73d778a9b30c8c499ba
52,261,VOIX,SORTANT,20210729,142417,24.0,,02332b360ac1dffd12a46c43f21ea695,9c8958b30104c37476be41e5e45dd528
53,578,SMS,SORTANT,20210902,75514,1.0,,a81bcaa1df770204261e04606d5d15b0,b46519e941153afcd2a485fd0e24fc3b
54,23,VOIX,ENTRANT,20210707,135442,20.0,,79fd251aa08de226e78681df95369aab,e2b60145a2c611005338caef665591b0
55,30,VOIX,SORTANT,20210707,104951,10.0,,49544741584ff135fce01ee17fda6ee3,f49356c2ba9093114ec41baf9338a6a4
56,617,VOIX,ENTRANT,20210923,182343,11.0,,7ce5790fe0d1e3ce6316932df08d7bbf,7341d16ca03349cea74242c231f13f43
57,10,VOIX,ENTRANT,20210707,152800,49.0,,446192388a70eeaaa524e7fb897041f1,126be5169f7b7d523e6d835b8c19440e
58,221,VOIX,ENTRANT,20210729,132916,53.0,,8c62f2d88b83a5ca562f8c83b63ceaee,572aba0d67ce52e72aafac6720f4ccc7
59,820,VOIX,SORTANT,20211017,190755,42.0,,83066c549149d7ee5768ea48e01a1131,efa9f45a81e050fa97fff2fd3feb63c6
60,296,VOIX,ENTRANT,20210812,171258,4.0,,1155d92b52b7f1a72cec7836b3ce007d,efedfe0737327037a48d9030ce2b0ec9
61,54,VOIX,ENTRANT,20210712,130449,720.0,,e9f38cb18a95e01a1ce97c5e8a66c057,78a23495a1dffbf68924600f6306fd5b
62,542,SMS,ENTRANT,20210831,81647,1.0,,23cbbe59a0e3a160f3a37009fb052dff,7ce5790fe0d1e3ce6316932df08d7bbf
63,209,VOIX,SORTANT,20210729,195449,49.0,,f69c7d26d43becc53192bd7fcbbf0ea3,b98ade566222f3c12f355430fadd8796
64,604,VOIX,ENTRANT,20210923,102936,4.0,,661fb1a8c5b16aec799309e3ae87020c,ea36e0fefb4612382c3e3162f25f6d2a
65,692,VOIX,ENTRANT,20210924,230111,13.0,,1a6b15af677fa18626e531426df5259a,280d3340307a46836a6bef7b779973fc
66,662,VOIX,ENTRANT,20210924,105115,4.0,,05cd804e99d630926cea5ff997751115,eb014763daa75ed8b8d3698846e1abfd
67,866,VOIX,SORTANT,20211018,92421,19.0,,c18ec9a730f862b0a4df51bedfcedc65,400c7973f6f68ba4d43452672ecf5e92
68,70,VOIX,SORTANT,20210712,111604,155.0,,620b06117fb44dd9c14f3bce15eec086,14de72bc603b8c2bc7733a1903f071ba
69,543,VOIX,ENTRANT,20210831,183501,29.0,,8c334088ea8a9758f710b25bfef3a98e,99d0aba96f1d1e7ac60781a78c4eceda
70,107,VOIX,SORTANT,20210715,210113,15.0,,1c682f98717fbbf1e00cd27b3be662ee,13949f9919154c7d955086844bee41e7
71,493,VOIX,ENTRANT,20210830,222044,55.0,,505204a92de1d283ac9bff3f073a10e4,df33235b9a72616766e01e82b59785ce
72,590,VOIX,SORTANT,20210902,115151,1.0,,239e50af607fe82b58b31ad43589c4be,aadae5c9c28a1b77584de3575ff6620d
73,741,VOIX,ENTRANT,20210927,110415,66.0,,17fbd4329a910b1c311a6e9c7dd715ed,cd7cc6f5ca3112c82b0c647563636c68
74,292,VOIX,SORTANT,20210812,173736,43.0,,c49b1214e406e79cde6a3a549d4cf175,32c4ef89459c782a2f4826f5b6f8fefb
75,289,VOIX,SORTANT,20210812,203809,259.0,,2260c6c78e9cbddbff520692b163ad0d,80ec0d419099593865afa4db642a7d7d
76,652,VOIX,SORTANT,20210924,120535,83.0,,c5e9eb29b05fd1d10ca7b244fa52b6a7,762c0e7d1739e90218bdf59fb8ba2cdb
77,39,VOIX,ENTRANT,20210707,153017,4.0,,ad9dcc8446cac7b3f3c31af97d1efb48,a3aa4c9d8b6f29bbb67139f9acd3923d
78,589,VOIX,ENTRANT,20210902,170224,4.0,,8987939af14863c2855585ec3ce5285e,56b77f2d7783c8ba033291e8e262121f
79,307,VOIX,ENTRANT,20210812,174128,8.0,,400c7973f6f68ba4d43452672ecf5e92,7eec00bff34785b628c24a5f254e1e0d
80,679,VOIX,ENTRANT,20210924,153803,4.0,,c49b1214e406e79cde6a3a549d4cf175,32b7e14f37a871b8f61bb775647d605e
81,66,VOIX,SORTANT,20210712,185705,73.0,,68bde855893cf23a4bea4794b717e44c,5421ff989b692c8a7a97b66b6ef8af3d
82,275,VOIX,ENTRANT,20210729,201413,30.0,,80d530c08fd5e9bd71a745fb5e0e4889,49544741584ff135fce01ee17fda6ee3
83,67,VOIX,ENTRANT,20210712,185911,1.0,,b98ade566222f3c12f355430fadd8796,444826daf2c0f60f29fe0c85b122374c
84,318,VOIX,ENTRANT,20210812,195406,88.0,,f49356c2ba9093114ec41baf9338a6a4,4186dba44e1f86351728377f6b942fa6
85,548,VOIX,ENTRANT,20210831,120911,45.0,,aa097616cf20301eba0aa0df278b61ca,ad9dcc8446cac7b3f3c31af97d1efb48
86,998,VOIX,ENTRANT,20211103,200607,17.0,,b69d1fbd0f7c2dbe76f3ad79ab8c01b8,b69d1fbd0f7c2dbe76f3ad79ab8c01b8
87,714,VOIX,ENTRANT,20210927,131757,88.0,,a3aa4c9d8b6f29bbb67139f9acd3923d,fdaa050d44f8db589e4371fbe3984407
88,753,VOIX,ENTRANT,20211013,205709,21.0,,5d8a33a4710f38dae8825732bcb0444d,70998210ad08a4dedd415b01d8214e5d
89,327,VOIX,ENTRANT,20210812,92635,62.0,,c14c4ac3bbe191881131c39c86002651,550251b476b4e87505d01b9cf2f615da
90,382,VOIX,ENTRANT,20210814,134357,32.0,,d6381e7310c388bac96b797d30cd07d1,68b21fabac2781b28e44ff4052c7ccaf
91,451,VOIX,ENTRANT,20210830,221812,297.0,,0d61ac28e151cbc27253ea742ef3fc99,6a1c6df16da24bb49872dcdee4d2f4af
92,522,VOIX,SORTANT,20210831,195012,58.0,,cf2d4307d437bf607c67b156e34e9738,5f3ee265abd582a668a17b04ca878813
93,218,VOIX,SORTANT,20210729,100422,94.0,,6a1c6df16da24bb49872dcdee4d2f4af,7122edf012582b33563f2bccb07053f5
94,787,VOIX,ENTRANT,20211013,223751,4.0,,13949f9919154c7d955086844bee41e7,c5e9eb29b05fd1d10ca7b244fa52b6a7
95,436,SMS,SORTANT,20210816,155641,1.0,,9b0e38fbd92d3d7418d503f2701eebbb,33625eb0f5345f152cd6a69a9984038b
96,764,VOIX,ENTRANT,20211013,204127,1265.0,,33fa012e15e24782c67e963c44cf8e1c,b5f64a99f36c8900763f742cce16bec6
97,88,VOIX,ENTRANT,20210715,111759,614.0,,48050e8b8dbfd59d3af1c8627975c3ed,49544741584ff135fce01ee17fda6ee3
98,63,VOIX,ENTRANT,20210712,142613,5.0,,7122edf012582b33563f2bccb07053f5,bdc6d7893af482720b45eb6258f07fd3
99,826,VOIX,SORTANT,20211017,205600,19.0,,5989cf678d636ec12cccb1d88aff3bca,32c4ef89459c782a2f4826f5b6f8fefb
100,716,VOIX,SORTANT,20210927,122237,60.0,,90080a51f2839368efa0d1bb444af7ce,99e1df494c67c71d6190564cb678516d
101,351,VOIX,ENTRANT,20210814,154442,16.0,,4e9f62ef02c65c79c8247bf5891a5863,706f2f83af35a570b3d2ff3e535c42e6
102,936,VOIX,SORTANT,20211025,132007,19.0,,fc287d66ee5d20229975503224b22a3d,0d61ac28e151cbc27253ea742ef3fc99
103,256,VOIX,ENTRANT,20210729,191641,26.0,,cf4ce9af798785a5e5a7dc8058df6229,49544741584ff135fce01ee17fda6ee3
104,635,VOIX,ENTRANT,20210923,82140,66.0,,c906f51806244b2be048f424623fc11c,83066c549149d7ee5768ea48e01a1131
105,644,VOIX,ENTRANT,20210923,130255,7.0,,8c62f2d88b83a5ca562f8c83b63ceaee,d6ddb89ae38aee389a84dd500f13517b
106,554,VOIX,SORTANT,20210902,154310,183.0,,b9f207ac14da0ecc1309ac0ec91357d0,500b7fb7e491817734a4e40b46b53a07
107,959,VOIX,SORTANT,20211028,151052,38.0,,6f414e2e6bd82c9b27ccf70ea901df35,21e346391e18bc6d1ff5a95d8f2f034b
108,168,VOIX,ENTRANT,20210728,114440,19.0,,6175404e4e8541c8115239dac6bea761,e13fe01fb565d8abfb1c3baeb89a2d98
109,917,VOIX,ENTRANT,20211025,185313,3.0,,2ef1c297483a39f453eae8528e62178e,ed4e16b6a02f92cb80760b2bab8e91ca
110,528,VOIX,SORTANT,20210831,172347,30.0,,fbe59dbce0374e5c3ec03bc009b31819,5757c99a52d73d9b3e563a0046add2ee
111,823,VOIX,ENTRANT,20211017,201433,4.0,,df33235b9a72616766e01e82b59785ce,6fa96e57934095f0529bac29f31647fe
112,985,SMS,SORTANT,20211028,83949,1.0,,c893d91c5f77cf8ffd4c6c8fbc09277e,476973efd2f21b8e80f10a35e144bf1e
113,816,VOIX,ENTRANT,20211017,184511,79.0,,026b0a68fda2c6c3de3cd93c2976ae4c,48050e8b8dbfd59d3af1c8627975c3ed
114,86,VOIX,ENTRANT,20210715,80038,12.0,,0d49d7c134e957a38063f4ba0857ce6e,5757c99a52d73d9b3e563a0046add2ee
115,432,VOIX,SORTANT,20210816,142522,20.0,,ba86304e1faed72411e78a72f4fe6a49,3d6619845c9ad961c42388745dd21f51
116,184,VOIX,SORTANT,20210728,120623,63.0,,be492bf5c2e8b03bd28045801d4fd6a6,9babdd75287f3780cae41c6dd9b60904
117,978,VOIX,SORTANT,20211028,140555,15.0,,bc090192d6e6ee288065e2b9940e86ae,30888c3eec2d6d4089370c8e7786b316
118,534,VOIX,ENTRANT,20210831,104515,22.0,,aadae5c9c28a1b77584de3575ff6620d,12291bd303c430be29adc54bee5a1d52
119,294,VOIX,SORTANT,20210812,210706,6.0,,0f059101b09ac9c6b386e4cb5406c96e,131cd5280ac83fc03e90a049c9b87945
120,892,VOIX,SORTANT,20211018,111121,132.0,,c6d6b880181f69225d8e8e26ae10f9b4,07c6b2a9e62f53b25433a00900520c2e
121,425,VOIX,SORTANT,20210816,75610,32.0,,8c62f2d88b83a5ca562f8c83b63ceaee,ce3e3a8ab2a5390a8a37f871e1e3ce8f
122,713,VOIX,ENTRANT,20210927,183127,82.0,,bed633a1c0e8b076e7502e11e085ce99,998ca66a75d06cb389d4a53c6acaed78
123,260,VOIX,SORTANT,20210729,185410,169.0,,d93c1224f4bd16bfe8cbedcdbcd21bb6,d40af322c8b5f64f77ec87d93c2f0432
124,237,VOIX,ENTRANT,20210729,140734,51.0,,fa27da797203acf4ce7235a8e9dd8462,99ccb84f1884549c2127053df9b7d803
125,559,VOIX,ENTRANT,20210902,100114,72.0,,c4ff127d487e615514c1d164d0c5e65c,4e44c9e71d40be049dcd43997ff85893
126,583,VOIX,ENTRANT,20210902,92626,20.0,,86f648f977e7ee9bb30f6870b1972c2d,508ce3e0e0ce5bbb0b6ecbbec30be76e
127,445,VOIX,ENTRANT,20210830,224909,35.0,,9801b6d3294dabcb21d78d10d59e8f4f,eb579619ca0980a8de579314ccc5bbbf
128,867,VOIX,ENTRANT,20211018,95458,1.0,,8ba8b9899ae524f375d4cae69db0f3c1,eb6fe79c738ff1893a358bf5b8a0d514
129,800,VOIX,ENTRANT,20211017,224902,1202.0,,415522f749d0e2dfdb237f2700a5306b,80d530c08fd5e9bd71a745fb5e0e4889
130,599,VOIX,ENTRANT,20210902,135943,18.0,,49544741584ff135fce01ee17fda6ee3,527001403dd2929b768585a4772b2e02
131,849,VOIX,ENTRANT,20211017,165052,223.0,,32c4ef89459c782a2f4826f5b6f8fefb,9964c77f1e5495ff4917372b79a1839f
132,265,VOIX,SORTANT,20210729,232205,56.0,,c4ff127d487e615514c1d164d0c5e65c,49544741584ff135fce01ee17fda6ee3
133,995,VOIX,ENTRANT,20211103,170501,14.0,,410d3c47dff5bd6abf21f0bcce38d882,cfb433f46644f603f41e4b6a7f71891a
134,529,VOIX,ENTRANT,20210831,102840,9.0,,fdaa050d44f8db589e4371fbe3984407,2fb7cacdf34f5ef75d816d2318eb154b
135,55,VOIX,SORTANT,20210712,214851,108.0,,f4ca5f8daade4e2e383396bf41f52ded,05e198f9c5aeb2a7d104242b758e71f8
136,120,SMS,ENTRANT,20210727,151003,1.0,,f3909dc4f984fe869328776543eff0fd,78b0ef251d4e466599d8047e903d23b3
137,215,VOIX,ENTRANT,20210729,115631,62.0,,3fb35144345dd5fb364778ecc7024643,d597703d0e8cf05fa6afc1f1a0efcd5a
138,25,VOIX,SORTANT,20210707,95300,60.0,,5f3ee265abd582a668a17b04ca878813,90f88e3b54dba4973994cb3f586b0bc1
139,72,VOIX,ENTRANT,20210712,160917,150.0,,2126b4fc133ae28230a7ec9ae2c584fc,b7bbc4af8e27549bef5369c9173e8398
140,44,VOIX,ENTRANT,20210712,113658,81.0,,cf2d4307d437bf607c67b156e34e9738,706f2f83af35a570b3d2ff3e535c42e6
141,247,VOIX,ENTRANT,20210729,220750,1.0,,fba1988ecc780c88e470a581fb76421b,c5e9eb29b05fd1d10ca7b244fa52b6a7
142,721,VOIX,ENTRANT,20210927,143228,3.0,,6479156b93557200d8540c067cf6c4e5,f535d127fef37c8766aef4c8bca04d69
143,281,VOIX,SORTANT,20210812,133718,20.0,,15b4572a77f54fbe29a2ac2de3a8b022,2c62a5d560cc94979e54412eaf69e7fb
144,893,VOIX,ENTRANT,20211018,144217,14.0,,ed287d7c33cd90a66cbe5e35bb087dc0,4c4b2fdea8c8e17379f8629128d9746c
145,914,VOIX,ENTRANT,20211025,184649,28.0,,aa097616cf20301eba0aa0df278b61ca,9800855dbb258c05b874c424cd771856
146,810,VOIX,ENTRANT,20211017,214212,257.0,,c5ff4a64f4a70c00e655767e37d98310,d975468f33e78ed8c504418787e79aa2
147,244,VOIX,ENTRANT,20210729,202403,30.0,,c4ff127d487e615514c1d164d0c5e65c,46fcec3edffb429a16a10c01e1a8dd9c
148,822,VOIX,ENTRANT,20211017,182950,2.0,,ca95b7c138c2be9835f83c8108f473dc,e6bbb38a68e5d73d778a9b30c8c499ba
149,321,VOIX,SORTANT,20210812,90120,14.0,,f47afa1aa299435f0e610220cec56e2c,15b4572a77f54fbe29a2ac2de3a8b022
150,643,VOIX,ENTRANT,20210923,120751,13.0,,9800855dbb258c05b874c424cd771856,280d3340307a46836a6bef7b779973fc
151,158,VOIX,ENTRANT,20210728,202808,2.0,,fb7c378b0f6a13039b674bf38009d7c2,c98e0cbf421636ae03ffb57512989923
152,977,VOIX,ENTRANT,20211028,162725,2.0,,c49b1214e406e79cde6a3a549d4cf175,58c974f2fea7b83d58c0a655d7ef55f7
153,429,VOIX,ENTRANT,20210816,184404,4.0,,03c33ba475b9f09acb4ec9bd61dcca1a,68ac1759891784430027b3621dba109b
154,941,VOIX,SORTANT,20211025,111401,22.0,,266a4928aef3a5e1c05e2277d08f0d4b,17fbd4329a910b1c311a6e9c7dd715ed
155,462,VOIX,ENTRANT,20210830,81209,40.0,,5e68472b8ed3c64ac1ffbfce38a8455e,1542c4cf8fb00f6eb06a9df9389402ae
156,309,VOIX,ENTRANT,20210812,125144,4.0,,5f3ee265abd582a668a17b04ca878813,d313967ef63a912a7bbf7b67da98860c
157,697,VOIX,ENTRANT,20210924,151700,252.0,,125a7df0e52d7a1ef0b6511ec6399996,62b4f38165bbd70dbacc5ad668f7ee3a
158,60,VOIX,ENTRANT,20210712,155804,67.0,,7341d16ca03349cea74242c231f13f43,c38e3d451231bdc00a9ee32975d5c479
159,884,VOIX,SORTANT,20211018,153151,62.0,,7ce5790fe0d1e3ce6316932df08d7bbf,126be5169f7b7d523e6d835b8c19440e
160,595,VOIX,SORTANT,20210902,162619,2.0,,be267a4f8fb5b2487ba1ebcbbe7d3492,2fb7cacdf34f5ef75d816d2318eb154b
161,767,VOIX,ENTRANT,20211013,144722,190.0,,23cbbe59a0e3a160f3a37009fb052dff,17fbd4329a910b1c311a6e9c7dd715ed
162,649,VOIX,SORTANT,20210923,114607,12.0,,a1acbf3f42365056d1540b708e03909f,c97a07fcfd5f67e22201fc9eae166ff3
163,650,VOIX,SORTANT,20210923,104409,34.0,,ed83618de84e1c5ed291cc4c3ced0f57,400c7973f6f68ba4d43452672ecf5e92
164,865,VOIX,SORTANT,20211018,133009,29.0,,ce3e3a8ab2a5390a8a37f871e1e3ce8f,b7bbc4af8e27549bef5369c9173e8398
165,668,VOIX,ENTRANT,20210924,92345,351.0,,b2bf9486e2c26922006accc9581315aa,bbe7b62bcfabb6922dfc80dce4fd2d3a
166,298,VOIX,ENTRANT,20210812,131029,14.0,,6fa96e57934095f0529bac29f31647fe,459a02c40cc48b230d0f4d4a4c64aaed
167,689,VOIX,SORTANT,20210924,141143,3.0,,56194b9e622d73ece7c17e0db0a490a7,b198c897a653c09cf8f0cbbddf73c744
168,314,SMS,SORTANT,20210812,193126,1.0,,4a171a725d78f2775a77acd03704a138,2ba34cb3fa9c4388768884b78c253181
169,310,SMS,SORTANT,20210812,222324,1.0,,918fe2a149dd2acf2cdf5da149177365,ba87e70b5b4228561d982df2418a2ded
170,361,VOIX,SORTANT,20210814,140702,48.0,,37959a4d67ea081a4b06c555dfe4e45a,266a4928aef3a5e1c05e2277d08f0d4b
171,479,VOIX,ENTRANT,20210830,190320,7.0,,9a45432d1cef070e28a125045d7a7a47,8377cb16fe40aa057281508152f2b0b3
172,110,VOIX,SORTANT,20210715,220834,22.0,,a49e2ca98f7ca2f9fbed5e30e89efbc1,b80192599927655a195431a02768e48d
173,989,VOIX,SORTANT,20211028,81429,17.0,,c07e829e2b9fc25e86a3f761ac9f96db,468b0c416fb25d96a95d701c81d6e668
174,486,VOIX,ENTRANT,20210830,203318,59.0,,2ba34cb3fa9c4388768884b78c253181,79fd251aa08de226e78681df95369aab
175,363,VOIX,SORTANT,20210814,194857,56.0,,3ee92a198ae3330a9c5d7b9c62d143f8,64079f66170ca25bebfeddd9650f16c3
176,254,VOIX,ENTRANT,20210729,102707,101.0,,83066c549149d7ee5768ea48e01a1131,b4dd9d273c84b4ceb6ad0932d12587a0
177,259,VOIX,SORTANT,20210729,122608,180.0,,3805557cbe1a49b2ae251229fe55df06,315a79b04b78e77bdea30e22142e1bb6
178,802,VOIX,ENTRANT,20211017,112322,4.0,,d313967ef63a912a7bbf7b67da98860c,be6ea438adc17938028069e1f0cda8e7
179,677,SMS,SORTANT,20210924,224043,1.0,,3c645765b0b320478874a528635f3fc9,0e235c474eacc1ebdc6ebe4eb5034fcb
180,494,VOIX,SORTANT,20210830,151705,56.0,,8f7d06193360d75bf335a00468c56703,fba1988ecc780c88e470a581fb76421b
181,670,VOIX,ENTRANT,20210924,142106,4.0,,b9f207ac14da0ecc1309ac0ec91357d0,94b01eaa9d0e507f0830ef261e28aab2
182,377,VOIX,ENTRANT,20210814,194158,24.0,,01ea01f8732c67d8d2f4bcf2526face7,12291bd303c430be29adc54bee5a1d52
183,526,VOIX,ENTRANT,20210831,202154,6.0,,d0553ffbee0ef4e6c1e765b3a0d9dc29,f49356c2ba9093114ec41baf9338a6a4
184,845,VOIX,SORTANT,20211017,144054,1.0,,2e1a82c4179798fa73a02a5c8f464a25,cfb433f46644f603f41e4b6a7f71891a
185,137,VOIX,ENTRANT,20210727,212905,45.0,,23a685ed90580d5db5857c2cc4882358,8c62f2d88b83a5ca562f8c83b63ceaee
186,355,VOIX,ENTRANT,20210814,94402,463.0,,e9f38cb18a95e01a1ce97c5e8a66c057,7eec00bff34785b628c24a5f254e1e0d
187,365,VOIX,SORTANT,20210814,183312,20.0,,41a8b0a7cb43186a76a4c6a51390a367,cf2d4307d437bf607c67b156e34e9738
188,942,VOIX,ENTRANT,20211025,105248,155.0,,61385c2c32ddb3186fbfc952c242498b,410d3c47dff5bd6abf21f0bcce38d882
189,749,VOIX,ENTRANT,20210927,165557,3.0,,fcf669a9b90be864557fcdd3f2703d4f,2e1a82c4179798fa73a02a5c8f464a25
190,948,VOIX,ENTRANT,20211025,101116,52.0,,db7c5962e2c1388620cdad9293c1303b,5b1619bc2351aede5f667e41c02e5c6a
191,829,VOIX,ENTRANT,20211017,93356,10.0,,32c4ef89459c782a2f4826f5b6f8fefb,7eec00bff34785b628c24a5f254e1e0d
192,656,VOIX,ENTRANT,20210924,104246,4.0,,88d7b6e00efc9920344fb13623928ed1,99d0aba96f1d1e7ac60781a78c4eceda
