,ID_CM,Age_CM,Niveau_educ,Privation_eau,Privation_electricite,Privation_communication,Handicap_visuel,Hnadicap_auditif,Handicap_moteur,Alphabetisation_CM,Frequentation_scolaire_CM,Formation_professionnelle_CM,Mais,Riz,Sorgho,Fonio,Mil,Aubergine_amere,Aubergine_douce,Chou,Gombo,Piment,Carotte,Navet,Concombre,Laitue_salade,Culture_pluviale,Elevage,Culture_maraichere,Arboriculture_fruitiere,Peche_aquaculture,Annees_etudes,Frequentation_scolaire_des_enfants,Subsistance,Malade,Combustible_cuisson,Assainissement,Eau,Electricite,Sol,Biens,Logement,Acces_eau_e10,Toilettes_e08a,Toilettes_e08b,Score_privation,Score_handicap
20,129ae8b7a68f074cedcb812a935b2cb6,71,5,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,8,0,1,0,9,22,02,99,04,33,1,12,23,1,0.6666666666666666,0.6666666666666666
21,0e235c474eacc1ebdc6ebe4eb5034fcb,46,4,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,5,0,0,0,2,41,11,09,11,23,9,41,22,1,0.0,0.3333333333333333
22,05cd804e99d630926cea5ff997751115,75,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,9,2,0,1,5,21,01,08,02,1,2,31,21,0,0.3333333333333333,0.0
23,71f38eb17ee9b826e85f467a3c716c70,53,5,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,8,0,0,1,9,23,05,05,10,6,3,14,31,1,1.0,0.3333333333333333
24,37959a4d67ea081a4b06c555dfe4e45a,18,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,9,1,1,1,5,11,99,99,99,14,1,41,23,1,0.3333333333333333,0.3333333333333333
25,77f0694d6b92cc08a8bf50e3c6596b8d,38,2,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,23,1,1,1,3,21,08,04,11,7,6,12,99,1,0.3333333333333333,0.6666666666666666
26,fc1945b3384ccd6856bc84dd929ce89b,72,5,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,5,1,1,0,4,22,02,03,01,12,1,71,31,1,0.0,0.6666666666666666
27,cc7d32cbc93d64a4580cceacf493e2f2,61,2,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,4,0,0,1,4,99,07,01,01,33,2,81,21,0,1.0,0.0
28,448ad1ba9b92f6f86927c82a182b10e6,53,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,24,0,1,1,9,23,05,04,03,29,7,12,99,1,1.0,0.6666666666666666
29,9a45432d1cef070e28a125045d7a7a47,37,3,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,7,0,0,1,2,21,10,99,05,3,4,12,21,1,0.6666666666666666,0.0
30,284bd591392e7ac6a0f554e52ad57968,45,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,19,2,0,0,3,11,06,03,02,28,4,41,11,1,0.3333333333333333,0.3333333333333333
31,b80192599927655a195431a02768e48d,61,3,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1,22,05,03,06,17,3,51,41,0,0.6666666666666666,1.0
32,22c8e0430910d11dee087df3b44e5c92,31,3,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,24,1,0,1,3,12,06,07,06,5,4,32,41,1,0.3333333333333333,0.6666666666666666
33,d313967ef63a912a7bbf7b67da98860c,29,5,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,16,0,1,0,3,51,11,09,02,19,7,61,41,0,0.3333333333333333,0.6666666666666666
34,ffa969b914c5b9e0f3b67e5d26dd5283,66,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,19,1,1,0,3,31,09,07,08,10,3,32,31,0,0.0,0.0
35,12a627b30da5fa58be5fa2b25189e617,30,2,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,14,2,0,1,9,12,05,09,06,1,6,13,22,1,0.6666666666666666,1.0
36,a7609996c05f8169b0d87e8f5ab1d688,63,4,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,11,1,1,0,9,23,99,08,09,6,4,31,23,0,0.3333333333333333,0.3333333333333333
37,54db92cf5d6d23763e8b82f3341fc892,62,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,14,1,0,0,2,31,05,01,07,15,3,12,51,1,0.6666666666666666,0.6666666666666666
38,2ef1c297483a39f453eae8528e62178e,51,2,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,6,2,0,1,3,11,07,04,04,17,9,42,51,1,0.6666666666666666,0.3333333333333333
39,03c33ba475b9f09acb4ec9bd61dcca1a,23,4,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,18,1,0,0,1,11,06,08,08,34,7,12,12,0,0.6666666666666666,1.0
40,4a171a725d78f2775a77acd03704a138,76,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,4,11,08,06,04,19,6,41,11,0,0.3333333333333333,0.6666666666666666
41,572aba0d67ce52e72aafac6720f4ccc7,86,2,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,16,0,0,0,4,22,08,06,06,13,8,51,11,0,0.3333333333333333,0.3333333333333333
42,e9f38cb18a95e01a1ce97c5e8a66c057,33,3,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,7,0,1,0,3,31,99,08,04,11,2,42,11,1,0.3333333333333333,0.6666666666666666
43,9b2f237a37f3543c5d9f2e85a0370760,66,3,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,1,1,1,9,51,02,09,04,34,2,31,21,0,0.6666666666666666,0.6666666666666666
44,c38e3d451231bdc00a9ee32975d5c479,28,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,12,2,1,1,5,21,04,06,03,4,3,42,99,0,0.0,1.0
45,126be5169f7b7d523e6d835b8c19440e,88,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,2,1,0,3,99,99,05,08,19,5,51,12,0,0.3333333333333333,0.3333333333333333
46,b044782237edce36da0722473d07f039,55,2,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,2,1,0,4,41,11,06,01,1,2,13,11,0,0.6666666666666666,0.3333333333333333
47,0d49d7c134e957a38063f4ba0857ce6e,64,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,14,1,1,0,3,22,08,08,03,18,3,32,11,1,0.6666666666666666,0.0
48,a34549dd190bd99d19b9c05b95cffb81,42,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,23,2,0,0,2,31,02,07,09,24,9,41,11,0,0.0,0.3333333333333333
49,7122edf012582b33563f2bccb07053f5,26,5,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,9,0,1,1,9,22,06,06,10,11,4,71,22,0,0.6666666666666666,1.0
50,315a79b04b78e77bdea30e22142e1bb6,23,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,23,1,1,1,4,12,04,04,10,19,1,14,21,0,0.6666666666666666,0.6666666666666666
51,ce3e3a8ab2a5390a8a37f871e1e3ce8f,47,4,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,11,0,0,0,3,11,05,01,07,30,1,31,41,1,0.6666666666666666,0.3333333333333333
52,02332b360ac1dffd12a46c43f21ea695,55,4,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,11,0,1,1,2,41,03,99,07,34,7,81,41,1,0.3333333333333333,0.6666666666666666
53,a81bcaa1df770204261e04606d5d15b0,28,4,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,24,1,1,0,9,51,08,03,07,27,3,81,41,0,1.0,0.3333333333333333
54,79fd251aa08de226e78681df95369aab,47,3,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,17,1,1,0,3,22,09,05,09,12,4,14,12,0,0.3333333333333333,0.0
55,49544741584ff135fce01ee17fda6ee3,30,3,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,2,1,1,0,2,22,99,07,07,22,9,13,51,1,0.3333333333333333,0.6666666666666666
56,7ce5790fe0d1e3ce6316932df08d7bbf,66,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,10,0,0,1,4,22,10,05,09,28,2,32,99,1,0.3333333333333333,0.3333333333333333
57,446192388a70eeaaa524e7fb897041f1,53,4,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,17,2,1,0,3,99,04,04,06,11,9,12,11,0,0.3333333333333333,0.6666666666666666
58,8c62f2d88b83a5ca562f8c83b63ceaee,76,5,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,6,1,1,1,2,21,11,01,09,13,4,11,99,1,0.6666666666666666,0.3333333333333333
59,83066c549149d7ee5768ea48e01a1131,64,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,20,0,0,0,5,51,03,09,99,26,3,12,99,0,1.0,0.3333333333333333
60,1155d92b52b7f1a72cec7836b3ce007d,38,3,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,10,2,1,0,9,41,09,02,05,10,5,12,41,1,0.6666666666666666,0.3333333333333333
61,23cbbe59a0e3a160f3a37009fb052dff,65,4,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,2,2,0,1,2,31,08,04,04,30,6,11,23,0,0.3333333333333333,0.6666666666666666
62,f69c7d26d43becc53192bd7fcbbf0ea3,63,5,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,16,2,1,1,2,22,04,03,02,14,2,13,23,0,0.3333333333333333,0.6666666666666666
63,661fb1a8c5b16aec799309e3ae87020c,44,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,22,1,1,0,1,23,03,03,02,14,7,71,12,0,0.6666666666666666,0.6666666666666666
64,1a6b15af677fa18626e531426df5259a,52,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,18,2,1,1,2,99,03,03,07,3,8,51,41,1,0.0,0.0
65,c18ec9a730f862b0a4df51bedfcedc65,27,4,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,6,0,1,1,2,11,08,06,03,32,2,51,21,1,0.0,0.6666666666666666
66,620b06117fb44dd9c14f3bce15eec086,39,3,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,17,2,1,0,1,21,07,08,02,0,8,14,51,0,0.6666666666666666,1.0
67,8c334088ea8a9758f710b25bfef3a98e,86,4,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,13,0,1,0,3,23,07,06,01,15,8,81,51,1,0.0,0.6666666666666666
68,1c682f98717fbbf1e00cd27b3be662ee,49,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,6,1,0,0,1,41,06,01,99,19,7,12,41,1,0.3333333333333333,1.0
69,505204a92de1d283ac9bff3f073a10e4,38,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,12,2,1,1,1,41,05,05,11,20,2,31,31,1,0.6666666666666666,0.0
70,239e50af607fe82b58b31ad43589c4be,77,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,24,2,0,0,4,99,99,02,99,18,7,61,11,0,0.6666666666666666,1.0
71,17fbd4329a910b1c311a6e9c7dd715ed,66,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,12,2,1,0,3,21,09,03,07,19,1,71,21,1,0.3333333333333333,0.6666666666666666
72,c49b1214e406e79cde6a3a549d4cf175,52,2,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,17,0,1,0,5,22,11,03,06,25,8,12,23,0,0.0,0.6666666666666666
73,2260c6c78e9cbddbff520692b163ad0d,89,5,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,15,1,0,0,4,99,05,07,02,32,2,31,21,1,0.6666666666666666,0.6666666666666666
74,c5e9eb29b05fd1d10ca7b244fa52b6a7,46,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,24,1,0,1,1,31,03,07,05,18,2,12,31,1,1.0,0.0
75,ad9dcc8446cac7b3f3c31af97d1efb48,59,4,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,6,1,0,1,4,99,08,05,99,15,8,11,11,0,0.3333333333333333,0.3333333333333333
76,8987939af14863c2855585ec3ce5285e,25,5,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,19,1,0,1,2,31,05,04,10,11,3,12,12,1,0.3333333333333333,0.3333333333333333
77,400c7973f6f68ba4d43452672ecf5e92,47,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,1,0,4,31,10,06,05,4,3,12,21,0,0.3333333333333333,0.6666666666666666
78,68bde855893cf23a4bea4794b717e44c,22,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,24,2,0,1,3,21,05,01,08,2,4,81,21,1,1.0,0.3333333333333333
79,80d530c08fd5e9bd71a745fb5e0e4889,58,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,24,1,0,0,2,11,07,99,04,20,4,13,12,0,0.3333333333333333,1.0
80,b98ade566222f3c12f355430fadd8796,69,5,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,15,2,1,1,9,12,99,05,10,18,6,11,31,0,0.3333333333333333,0.6666666666666666
81,f49356c2ba9093114ec41baf9338a6a4,52,3,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,2,0,0,1,11,05,06,07,24,2,12,22,1,0.6666666666666666,0.6666666666666666
82,aa097616cf20301eba0aa0df278b61ca,26,3,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,14,1,1,0,9,12,06,06,99,26,4,71,31,1,0.0,0.3333333333333333
83,b69d1fbd0f7c2dbe76f3ad79ab8c01b8,45,4,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,6,2,0,0,1,31,11,08,06,6,4,42,22,0,1.0,0.3333333333333333
84,a3aa4c9d8b6f29bbb67139f9acd3923d,58,4,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,21,0,1,1,9,23,05,04,11,31,6,31,51,0,0.6666666666666666,0.6666666666666666
85,5d8a33a4710f38dae8825732bcb0444d,45,4,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21,1,0,0,3,23,11,02,05,29,4,42,31,1,0.0,0.6666666666666666
86,c14c4ac3bbe191881131c39c86002651,81,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,12,1,1,1,5,23,01,05,99,12,2,31,21,1,0.3333333333333333,0.6666666666666666
87,d6381e7310c388bac96b797d30cd07d1,68,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,17,2,0,1,4,99,04,99,04,3,6,81,51,1,0.6666666666666666,0.3333333333333333
88,0d61ac28e151cbc27253ea742ef3fc99,76,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,15,0,1,1,4,23,99,03,02,30,4,51,12,0,0.3333333333333333,0.0
89,cf2d4307d437bf607c67b156e34e9738,36,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,24,2,0,1,1,51,01,07,01,0,6,12,51,1,1.0,0.6666666666666666
90,6a1c6df16da24bb49872dcdee4d2f4af,51,3,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,7,0,0,1,5,21,99,07,06,4,7,32,41,0,0.6666666666666666,1.0
91,13949f9919154c7d955086844bee41e7,35,3,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,13,1,0,0,4,11,01,03,06,32,3,71,41,0,0.3333333333333333,0.6666666666666666
92,9b0e38fbd92d3d7418d503f2701eebbb,49,2,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,2,0,1,4,51,03,03,08,17,9,42,12,0,0.6666666666666666,0.3333333333333333
93,33fa012e15e24782c67e963c44cf8e1c,89,5,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,17,1,1,1,2,23,11,05,08,25,8,61,41,1,0.3333333333333333,0.0
94,48050e8b8dbfd59d3af1c8627975c3ed,86,4,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,2,1,1,0,4,11,02,08,02,28,3,41,21,1,0.3333333333333333,0.3333333333333333
95,5989cf678d636ec12cccb1d88aff3bca,51,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,12,0,1,0,2,31,05,08,11,26,5,12,23,0,0.6666666666666666,1.0
96,90080a51f2839368efa0d1bb444af7ce,72,5,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,12,2,0,0,3,12,04,07,01,4,6,61,21,0,0.3333333333333333,0.6666666666666666
97,4e9f62ef02c65c79c8247bf5891a5863,69,5,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,18,1,1,1,1,99,07,01,04,29,1,31,22,0,0.6666666666666666,0.6666666666666666
98,fc287d66ee5d20229975503224b22a3d,64,2,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,5,1,1,0,1,51,07,04,11,1,5,13,22,0,1.0,0.6666666666666666
99,cf4ce9af798785a5e5a7dc8058df6229,46,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,22,0,0,0,5,11,06,09,01,23,1,14,99,1,0.6666666666666666,1.0
100,c906f51806244b2be048f424623fc11c,35,2,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,5,1,0,0,2,22,10,03,11,7,5,51,11,0,1.0,0.0
101,b9f207ac14da0ecc1309ac0ec91357d0,83,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,14,1,1,0,2,21,05,09,03,5,2,11,12,0,0.3333333333333333,0.6666666666666666
102,6f414e2e6bd82c9b27ccf70ea901df35,81,4,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,5,1,1,1,1,21,06,01,08,2,5,13,11,0,0.3333333333333333,0.3333333333333333
103,6175404e4e8541c8115239dac6bea761,29,5,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,7,1,0,0,9,12,04,08,06,13,8,81,51,0,0.3333333333333333,0.0
